6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
4808.159924,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
6638.068724,0
5048.0813,4.17
9469.005412,23.59
9449.689708,24.32
9367.682684,22.68
11296.20324,58.63
12024.77804,72.5
9787.545092,29.65
11376.85477,61.22
10313.47444,40.08
10524.59169,45.59
5108.739388,3.85
8893.600756,13.47
8911.560972,14.14
8976.963268,15.32
10446.65113,42.67
10728.25376,47.83
10679.4562,47.2
11910.2393,71.33
14392.81557,119.49
10019.33354,34.35
11122.70077,56.18
10902.0951,51.21
10602.19338,44.84
10679.11732,46.32
10604.90436,45.75
9953.2535,32.74
12223.6959,76.83
12868.56932,89.61
10702.49949,48.07
10848.8922,50.8
10971.90273,53.28
10879.39068,51.49
11116.60108,56.08
11149.13279,57.73
11118.97318,54.23
11080.34177,55.37
11030.52759,55.16
11138.96663,57.27
11173.53157,57.18
11331.7848,60.23
10619.47585,45.51
11293.49226,60.14
10620.1536,45.53
11304.33616,58.89
10791.9617,48.49
10227.40095,38.22
10428.35204,41.45
10244.00568,38.25
6638.068724,0
4977.595924,0
15847.59307,144
6638.068724,0
4977.595924,0
15837.08804,142.43
6110.44502,22.6
5687.193892,14.36
5232.427668,5.47
5187.696564,4.62
6573.0053,7.87
6134.504932,5.53
4965.396532,2.34
5750.562956,4.71
5396.780588,3.55
4903.044084,1.16
5242.593828,2.09
4912.5325,1.27
4885.42274,0.82
5179.563636,1.47
4852.891028,0.69
4883.050636,0.78
4842.047124,0
4638.723924,0
4901.010852,1.06
4842.047124,0
4570.949524,0
4874.239964,0.62
6317.495812,5.21
5976.59058,4.23
5096.878868,0.98
6569.277708,5.48
6223.289396,4.39
5101.284204,1.09
6641.118572,6.23
6282.253124,4.96
5110.77262,1.27
6421.868388,6.37
6057.580988,5.02
5114.839084,1.35
6574.69966,8.08
6165.003412,6.07
5148.726284,2.01
6511.669468,4.99
6145.687708,3.63
5115.8557,1.36
6666.533972,6.72
6255.143364,4.7
5149.7429,2.02
6417.12418,6.41
6032.165588,4.77
5130.088324,1.64
4934.220308,1.25
4627.541148,0.56
4877.628684,0.69
5218.872788,5.38
5462.182884,10.95
5134.154788,1.58
5214.467452,2.18
4919.648812,1.1
5102.978564,1.08
4969.124124,1.51
4671.255636,0.99
4868.818012,0.52
4907.788292,0.75
4625.846788,0.54
4852.891028,0.21
7369.693372,26
6893.23934,22.19
5115.177956,3.81
4928.798356,2.58
6569.61658,19.33
5932.198348,12.73
5276.142156,6.6
4842.047124,0
4638.723924,0
4954.552628,2.11
4842.047124,0
4638.723924,0
4923.376404,1.53
4842.047124,0
4638.723924,0
5194.135132,6.37
4842.047124,0
4638.723924,0
5017.243948,2.44
4842.047124,0
4638.723924,0
5452.694468,11.56
4909.821524,0
4638.723924,0
5193.457388,5.16
5853.241172,17.2
6638.068724,0
6638.068724,0
4867.801396,1.24
4910.160396,2.13
4977.257052,3.58
5052.486636,5.21
